ns,page,sender,recipients,cardinality,timestamp
5,Wikipedia talk:Simple Stub Project,Auntof6,BlackJack,1,"14:39, 13 May 2025 (UTC)"
5,Wikipedia talk:Simple Stub Project,BlackJack,Auntof6,1,"18:44, 13 May 2025 (UTC)"
1,Talk:Game Boy Advance,Helper201,FusionSub,1,"20:09, 21 March 2023 (UTC)"
3,User talk:Ruslik0,NovraneIg,Ruslik0,1,"22:41, 4 December 2020 (UTC)"
4,Wikipedia:Simple talk,Least Action,Garsh2,1,"16:06, 30 June 2026 (UTC)"
4,Wikipedia:Simple talk,Canadachick,Fr33kman,1,"04:33, 2 July 2026 (UTC)"
5,Wikipedia talk:Please do not bite the newcomers,Stewi101015,Djsasso,1,"21:11, 15 October 2015 (UTC)"
5,Wikipedia talk:Please do not bite the newcomers,Stewi101015,Djsasso,1,"01:15, 16 October 2015 (UTC)"
3,User talk:Yottie,Yottie,Davey2010,1,"17:53, 6 May 2024 (UTC)"
3,User talk:Yottie,Yottie,Me Da Wikipedian,1,"14:53, 13 May 2024 (UTC)"
5,Wikipedia talk:WikiProject,Bluerasberry,Caliburn,1,"20:06, 15 April 2015 (UTC)"
5,Wikipedia talk:WikiProject,Auntof6,Bluerasberry,1,"11:04, 20 April 2015 (UTC)"
5,Wikipedia talk:WikiProject,Auntof6,Auntof6,1,"10:13, 23 April 2015 (UTC)"
5,Wikipedia talk:WikiProject,Auntof6,Macdonald-ross,1,"16:57, 24 April 2015 (UTC)"
5,Wikipedia talk:WikiProject,Sminthopsis84,Bluerasberry|Fylbecatulous,2,"15:52, 28 April 2015 (UTC)"
5,Wikipedia talk:WikiProject,Ottawahitech,Auntof6|Bluerasberry|Caliburn|Eptalon|Fylbecatulous|Macdonald-ross|Sminthopsis84|WhatamIdoing|Windell,9,"00:22, 9 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Ottawahitech,WhatamIdoing,1,"14:00, 10 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Ottawahitech,Bluerasberry,1,"16:26, 9 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Bluerasberry,Ottawahitech,1,"19:50, 9 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,BRPever,Bluerasberry|Ottawahitech,2,"23:44, 9 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Ottawahitech,Bluerasberry,1,"03:46, 10 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Bluerasberry,Chenzw|Djsasso|Ottawahitech,3,"10:54, 10 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Ottawahitech,bluerasberry,1,"13:36, 10 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Bluerasberry,Ottawahitech,1,"14:02, 10 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Chenzw,Ottawahitech,1,"16:27, 9 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Camouflaged Mirage,Bluerasberry,1,"16:31, 9 March 2020 (UTC)"
5,Wikipedia talk:WikiProject,Thegameshowlad,Darubrub,1,"13:17, 4 August 2021 (UTC)"
3,User talk:Samlaptop85213,Billinghurst,fr33kman,1,"04:23, 27 June 2015 (UTC)"
3,User talk:Samlaptop85213,Auntof6,Billinghurst,1,"23:32, 28 June 2015 (UTC)"
1,Talk:Dictatorship,つがる,Eptalon,1,"22:02, 13 February 2021 (UTC)"
1,Talk:National Football League,Ferien,Thedevilif,1,"21:50, 5 February 2026 (UTC)"
1,Talk:National Football League,Ferien,Thedevilif,1,"21:53, 5 February 2026 (UTC)"
5,Wikipedia talk:Did you know,Ferien,Lallint,1,"15:03, 3 August 2022 (UTC)"
5,Wikipedia talk:Did you know,TDKR Chicago 101,Macdonald-ross,1,"12:37, 28 December 2023 (UTC)"
5,Wikipedia talk:Did you know,QuicoleJR,Macdonald-ross,1,"02:30, 1 January 2024 (UTC)"
5,Wikipedia talk:Did you know,TDKR Chicago 101,Macdonald-ross|QuicoleJR,2,"06:25, 2 January 2024 (UTC)"
5,Wikipedia talk:Did you know,TDKR Chicago 101,Eptalon,1,"21:34, 2 January 2024 (UTC)"
5,Wikipedia talk:Did you know,TDKR Chicago 101,Eptalon,1,"20:54, 3 January 2024 (UTC)"
5,Wikipedia talk:Did you know,QuicoleJR,Auntof6,1,"00:44, 30 March 2024 (UTC)"
5,Wikipedia talk:Did you know,QuicoleJR,Darkfrog24,1,"18:48, 31 March 2024 (UTC)"
5,Wikipedia talk:Did you know,QuicoleJR,Asteradeae,1,"19:11, 25 September 2024 (UTC)"
5,Wikipedia talk:Did you know,Asteradeae,QuicoleJR,1,"19:20, 25 September 2024 (UTC)"
1,Talk:Tinker Bell (movie),Ferien,Kohuku,1,"10:26, 15 May 2021 (UTC)"
1,Talk:Nudity,WriterArtistDC,User:Eptalon,1,"21:46, 27 March 2022 (UTC)"
1,Talk:Nudity,Eptalon,User:WriterArtistDC,1,"21:51, 27 March 2022 (UTC)"
1,Talk:Nudity,WriterArtistDC,User:MrMeAndMrMe,1,"12:10, 28 March 2022 (UTC)"
1,Talk:Nudity,WriterArtistDC,User:Eptalon|User:MrMeAndMrMe,2,"15:24, 28 March 2022 (UTC)"
1,Talk:Nudity,WriterArtistDC,User:Hockeycatcat,1,"19:58, 29 March 2022 (UTC)"
1,Talk:Nudity,WriterArtistDC,User:Creol,1,"20:22, 3 April 2022 (UTC)"
1,Talk:Nudity,WriterArtistDC,User:MrMeAndMrMe,1,"02:49, 8 April 2022 (UTC)"
1,Talk:Soundgarden,Fylbecatulous,Mac|Macdonald-ross,2,"18:36, 29 April 2016 (UTC)"
1,Talk:Soundgarden,Fylbecatulous,Mac|Macdonald-ross,2,"16:07, 7 May 2016 (UTC)"
1,Talk:Soundgarden,Fylbecatulous,Mac|Macdonald-ross,2,"19:06, 8 May 2016 (UTC)"
5,Wikipedia talk:Requests for permissions/Rollback,Auntof6,Music1201,1,"18:14, 11 July 2016 (UTC)"
3,User talk:A7x/Wikiproject Tropical Cyclones,Cyclone Toby,Chicdat|CodingCyclone|Destroyeraa|HurricaneCovid|Shift674|Tropical Storm Angela,6,"01:51, 8 December 2020 (UTC)"
3,User talk:A7x/Wikiproject Tropical Cyclones,CodingCyclone,Cyclone Toby,1,"20:19, 8 December 2020 (UTC)"
3,User talk:A7x/Wikiproject Tropical Cyclones,Belwine,Chicdat,1,"14:51, 2 April 2021 (UTC)"
3,User talk:EhJJ,Crasstun,Carmen Melendez,1,"22:16, 1 August 2017 (UTC)"
1,Talk:List of WWE personnel,Auntof6,KO Asylum,1,"01:24, 17 March 2016 (UTC)"
1,Talk:List of WWE personnel,KO Asylum,Auntof6,1,"02:21, 17 March 2016 (UTC)"
1,Talk:List of WWE personnel,TheGoldenRule,TheGoldenRule,1,"22:41, 21 October 2021 (UTC)"
1,Talk:Schizophrenia,Rubbish computer,Macdonald-ross,1,"13:37, 15 December 2015 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Pure Evil,1,"08:21, 6 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Pure Evil,1,"09:43, 6 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Eptalon,1,"22:52, 21 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Eptalon,1,"19:28, 26 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Eptalon|Fr33kman|Pure Evil,3,"20:30, 28 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,QuicoleJR,1,"19:07, 29 November 2023 (UTC)"
1,Talk:Schizophrenia,Kk.urban,QuicoleJR,1,"19:11, 29 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,QuicoleJR,1,"19:22, 29 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,QuicoleJR,1,"19:41, 29 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Kk.urban,1,"20:11, 29 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Kk.urban,1,"23:05, 29 November 2023 (UTC)"
1,Talk:Schizophrenia,Simpul skitsofreeneea,Fr33kman,1,"22:21, 10 January 2024 (UTC)"
1,Talk:Palestinian people,Brusquedandelion,Cyber.Eyes.2005,1,"08:53, 7 December 2023 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Auntof6,1,"21:53, 31 December 2021 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Djsasso,1,"22:53, 31 January 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Djsasso,1,"18:25, 21 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Djsasso,1,"16:27, 22 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,Ferien,Mako001,1,"13:50, 22 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Ferien|Mako001,2,"16:45, 22 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Mako001,1,"22:52, 22 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Mako001,1,"06:12, 23 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,1234qwer1234qwer4,1,"02:49, 24 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,NicoV/WikiCleanerConfiguration,1234qwer1234qwer4,1,"03:29, 25 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Djsasso,1,"14:29, 25 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,Ferien,GoingBatty,1,"14:31, 25 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,GoingBatty,Djsasso|Ferien,2,"01:18, 26 February 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,Ferien,Auntof6,1,"19:10, 10 March 2022 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage,Ferien,Djsasso,1,"12:58, 11 March 2022 (UTC)"
5,Wikipedia talk:How to copy from another Wikipedia,Jeff G.,Fr33kman,1,"00:14, 23 February 2017 (UTC)"
1,Talk:Mental illness,DeltaQuad,Eptalon,1,"20:33, 14 January 2020 (UTC)"
5,Wikipedia talk:RecentChanges/Archive 1,Auntof6,PokestarFan,1,"22:52, 14 February 2016 (UTC)"
5,Wikipedia talk:RecentChanges/Archive 1,PokestarFan/Heavy_water,PokestarFan|Yottie,2,"22:56, 14 February 2016 (UTC)"
5,Wikipedia talk:Administrators/Archive 1,Chenzw,Barras|Bsadowski1,2,"02:36, 5 July 2016 (UTC)"
5,Wikipedia talk:Administrators/Archive 1,Auntof6,Ottawahitech,1,"20:21, 18 December 2017 (UTC)"
5,Wikipedia talk:Administrators/Archive 1,Auntof6,Gale5050,1,"03:38, 23 March 2020 (UTC)"
5,Wikipedia talk:Be kind,Stewi101015,Djsasso,1,"21:16, 15 October 2015 (UTC)"
3,User talk:Bluegoblin7,Auntof6,Swim123blue,1,"06:07, 10 March 2016 (UTC)"
5,Wikipedia talk:Oversight,Ferien,Eptalon|Fehufanga,2,"16:04, 23 October 2024 (UTC)"
5,Wikipedia talk:Oversight,Dream Indigo,Ferien,1,"20:00, 23 October 2024 (UTC)"
5,Wikipedia talk:Rollback feature,Chenzw,Music1201,1,"17:13, 11 July 2016 (UTC)"
5,Wikipedia talk:Rollback feature,Chenzw,Fylbecatulous,1,"17:57, 11 July 2016 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack89,Barras,1,"17:19, 6 March 2015 (UTC)"
3,User talk:Purplebackpack89,Auntof6,Kennedy|Purplebackpack89,2,"21:48, 7 March 2015 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack89,Only,1,"18:59, 10 August 2017 (UTC)"
3,User talk:Purplebackpack89,Caliburn,Purplebackpack89,1,"18:46, 16 August 2017 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack99,Caliburn,1,"18:53, 16 August 2017 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack89,Chenzw,1,"15:46, 5 October 2019 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack89,Gordonrox24,1,"09:21, 10 October 2021 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack89,Darkfrog24,1,"14:55, 10 October 2021 (UTC)"
3,User talk:Purplebackpack89,Purplebackpack89,Darkfrog24,1,"15:55, 10 October 2021 (UTC)"
3,User talk:Macdonald-ross,FusionSub,Eptalon,1,"17:52, 2 March 2025 (UTC)"
1,Talk:7 July 2005 London bombings,Fixing26,Gotanda,1,"19:47, 6 August 2021 (UTC)"
1,Talk:Battle of Yorktown (1781),Auntof6,Hlj,1,"00:56, 26 October 2017 (UTC)"
3,User talk:MourningRainfall,MourningRainfall,Ferien,1,"20:23, 21 December 2025 (UTC)"
1,Talk:Intersex,Lithorien,Trankuility,1,"14:02, 19 November 2016 (UTC)"
3,User talk:Fr33kman,Adelaideslement8723,Fr33kman,1,"17:19, 29 April 2025 (UTC)"
3,User talk:Fr33kman,TagUser,Kashingggz|MyBedIsTooBig,2,"23:09, 30 April 2025 (UTC)"
3,User talk:Fr33kman,BigKrow,Fr33kman,1,"00:11, 15 May 2025 (UTC)"
3,User talk:Fr33kman,CountryANDWestern,MathXplore,1,"13:22, 12 June 2025 (UTC)"
3,User talk:Fr33kman,Fr33kman,BRPever,1,"01:08, 24 July 2025 (UTC)"
3,User talk:Fr33kman,Ferien,Eptalon,1,"22:30, 14 September 2025 (UTC)"
3,User talk:Fr33kman,Ferien,MrBeardalien,1,"22:52, 30 October 2025 (UTC)"
3,User talk:Fr33kman,Fr33kman,Eptalon,1,"11:27, 2 July 2026 (UTC)"
3,User talk:Belinda,Ferien,Yahoot7,1,"16:43, 1 March 2022 (UTC)"
3,User talk:Eagles247,Eagles247,Bears247,1,"17:39, 6 September 2020 (UTC)"
1,Talk:Military,Ferien,Huik01,1,"15:33, 28 April 2021 (UTC)"
5,Wikipedia talk:Autoconfirmed users,Auntof6,Joefromrandb,1,"16:11, 17 June 2017 (UTC)"
3,User talk:Pmlineditor,Pmlineditor,Satdeep gill,1,"15:14, 22 October 2014 (UTC)"
1,Talk:Family,Lights and freedom,Angerxiety,1,"03:03, 6 March 2023 (UTC)"
3,User talk:Macdonald-ross/WikiProject Chess,Macdonald-ross/WikiProject Chess#Members,Yahoot7,1,"19:57, 10 March 2022 (UTC)"
3,User talk:Gordonrox24,Gordonrox24,67.140.240.139,1,"02:56, 24 February 2023 (UTC)"
3,User talk:Gordonrox24,Gordonrox24,Ferien,1,"07:27, 27 December 2025 (UTC)"
3,User talk:Bsadowski1,Ferien,JavaHurricane,1,"11:37, 9 December 2021 (UTC)"
3,User talk:Bsadowski1,Jaspal Atwal on tires,Bsadowski1,1,"19:53, 3 October 2022 (UTC)"
3,User talk:Bsadowski1,Ferien,Camdyn Robertson,1,"16:03, 19 October 2022 (UTC)"
3,User talk:Bsadowski1,MathXplore,Cactusisme,1,"11:22, 19 June 2024 (UTC)"
3,User talk:Bsadowski1,Achim55,Bsadowski1,1,"11:42, 24 December 2024 (UTC)"
3,User talk:Avicennasis,Avicennasis,Auntof6,1,"18:32, 24 December 2016 (UTC)"
3,User talk:Avicennasis,Avicennasis,Auntof6,1,"21:15, 24 December 2016 (UTC)"
5,Wikipedia talk:Transwiki attribution,Fylbecatulous,Auntof6|Rus793,2,"17:58, 11 April 2015 (UTC)"
5,Wikipedia talk:Transwiki attribution,Fylbecatulous,Rus793,1,"18:35, 11 April 2015 (UTC)"
5,Wikipedia talk:Transwiki attribution,Desertborn,Djsasso,1,"18:22, 4 July 2019 (UTC)"
5,Wikipedia talk:User talk page,Ottawahitech,Eptalon,1,"12:11, 27 May 2019 (UTC)"
5,Wikipedia talk:User talk page,Stewi101015,Djsasso,1,"21:10, 15 October 2015 (UTC)"
3,User talk:Griffinofwales/Archive 2,Computer_Fizz,Arthurfan828,1,"01:14, 1 February 2020 (UTC)"
3,User talk:Griffinofwales/Archive 2,Griffinofwales,GPinkerton,1,"22:36, 19 February 2022 (UTC)"
3,User talk:Griffinofwales/Archive 2,Ferien,SoyokoAnis,1,"13:39, 20 February 2022 (UTC)"
3,User talk:Griffinofwales/Archive 2,Griffinofwales,Deppiyy,1,"17:32, 10 March 2022 (UTC)"
3,User talk:Griffinofwales/Archive 2,Griffinofwales,Deppiyy|Nalanidil,2,"18:48, 11 March 2022 (UTC)"
3,User talk:Griffinofwales/Archive 2,PotsdamLamb,Auntof6,1,"05:39, 22 June 2022 (UTC)"
3,User talk:Griffinofwales/Archive 2,BigKrow,Griffinofwales,1,"21:50, 12 January 2025 (UTC)"
3,User talk:Griffinofwales/Archive 2,BigKrow,Griffinofwales,1,"22:35, 12 January 2025 (UTC)"
1,Talk:Middle East,Lights and freedom,GPinkerton,1,"07:18, 7 May 2021 (UTC)"
1,Talk:Middle East,GPinkerton,Lights and freedom,1,"17:06, 7 May 2021 (UTC)"
1,Talk:City of Manchester Stadium,TDKR Chicago 101,Matthewishere0,1,"04:20, 5 June 2020 (UTC)"
1,Talk:African Americans,Naddruf,Rsk6400,1,"16:00, 30 September 2020 (UTC)"
3,User talk:Hydriz,Tropicalkitty,Caliburn,1,"21:38, 1 June 2015 (UTC)"
3,User talk:Hydriz,Auntof6,Djsasso,1,"16:06, 5 November 2018 (UTC)"
3,User talk:Hydriz,Djsasso,Auntof6,1,"16:48, 5 November 2018 (UTC)"
1,Talk:Castle,Richard Nevell,Macdonald-ross,1,"20:41, 7 September 2015 (UTC)"
1,Talk:Castle,Richard Nevell,Clementina|Jim.henderson|Macdonald-ross,3,"22:51, 20 July 2018 (UTC)"
1,Talk:Castle,Richard Nevell,Jim.henderson,1,"09:53, 1 August 2018 (UTC)"
1,Talk:Castle,Jim.henderson,Richard Nevell,1,"13:55, 1 August 2018 (UTC)"
1,Talk:Beatrix Potter,Helper201,Davey2010|Me Da Wikipedian,2,"00:51, 28 June 2024 (UTC)"
3,User talk:Gotanda,Siddiqsazzad001,Gotanda,1,"07:14, 4 June 2018 (UTC)"
3,User talk:Gotanda,Auntof6,Vermont,1,"01:45, 13 June 2018 (UTC)"
3,User talk:Gotanda,Gotanda,Auntof6|Vermont,2,"04:11, 13 June 2018 (UTC)"
3,User talk:Gotanda,ToBeCloud,Gotanda,1,"02:27, 12 November 2019 (UTC)"
3,User talk:Gotanda,ToBeCloud,Gotanda,1,"04:44, 12 November 2019 (UTC)"
3,User talk:Gotanda,Djsasso,つがる,1,"11:13, 1 April 2021 (UTC)"
3,User talk:Gotanda,つがる,Djsasso,1,"01:02, 2 April 2021 (UTC)"
3,User talk:Gotanda,TDKR Chicago 101,Gotanda,1,"09:38, 27 July 2021 (UTC)"
3,User talk:Gotanda,Gordonrox24,Ferien,1,"23:08, 21 December 2021 (UTC)"
3,User talk:Gotanda,Bobherry,Auntof6,1,"21:56, 13 July 2023 (UTC)"
3,User talk:Gotanda,Djsasso,Rathfelder,1,"12:27, 25 March 2024 (UTC)"
3,User talk:Fixer88,Auntof6,PokestarFan,1,"21:57, 10 February 2016 (UTC)"
3,User talk:85.12.68.100,Computer Fizz,Wyatt2049,1,"21:08, 10 September 2019 (UTC)"
1,Talk:Everglades,Infogapp1,Green,1,"14:09, 17 August 2020 (UTC)"
1,Talk:Everglades,Green,Infogapp1,1,"17:12, 17 August 2020 (UTC)"
1,Talk:Everglades,Infogapp1,Green|Macdonald-ross,2,"19:14, 17 August 2020 (UTC)"
1,Talk:Everglades,Infogapp1,Junedude433|Yottie,2,"19:39, 17 August 2020 (UTC)"
1,Talk:Naoto Nakamura,つがる,Gotanda,1,"02:34, 28 November 2023 (UTC)"
1,Talk:Chiba Prefecture,Thegooduser,Gotanda,1,"01:34, 20 October 2020 (UTC)"
3,User talk:AmandaNP,YIEWI,AmandaNP,1,"13:11, 19 January 2023 (UTC)"
5,Wikipedia talk:Change filter,Stewi101015,Djsasso,1,"21:06, 15 October 2015 (UTC)"
5,Wikipedia talk:Change filter,DannyS712,Enfcer,1,"21:54, 22 May 2019 (UTC)"
5,Wikipedia talk:Change filter,DannyS712,Djsasso,1,"10:47, 15 July 2019 (UTC)"
5,Wikipedia talk:Change filter,DannyS712,Djsasso,1,"05:37, 23 August 2019 (UTC)"
5,Wikipedia talk:Change filter,DiscussingPoliticsCivilly,Djsasso|Hellothere4,2,"16:18, 6 March 2021 (UTC)"
5,Wikipedia talk:Change filter,Passengerpigeon,Fehufanga,1,"20:31, 19 February 2026 (UTC)"
1,Talk:Constantine the Great,GPinkerton,SaviourofWikiepdia,1,"23:55, 1 May 2021 (UTC)"
1,Talk:Constantine the Great,GPinkerton,SaviourofWikiepdia,1,"00:19, 2 May 2021 (UTC)"
1,Talk:Yellowstone National Park,Macdonald-ross,Macdonald-ross,1,"06:45, 29 March 2023 (UTC)"
1,Talk:Jujutsu,つがる,Eptalon,1,"21:54, 11 May 2022 (UTC)"
3,User talk:Savh,Savh,Shameran81,1,"10:40, 4 March 2017 (UTC)"
1,Talk:Cristiano Ronaldo,Matthewishere0,BRPever,1,"20:56, 11 February 2021 (UTC)"
1,Talk:Olympic Games,Eihel,Elytrian,1,"08:20, 14 August 2021 (UTC)"
5,Wikipedia talk:Requests for permissions/Front matter,Computer Fizz,Djsasso|FNAFPUPPETMASTER,2,"01:55, 26 February 2020 (UTC)"
5,Wikipedia talk:Requests for permissions/Front matter,Computer Fizz,Chenzw,1,"08:57, 26 February 2020 (UTC)"
1,Talk:List of fruits,Auntof6,Macdonald-ross,1,"16:48, 30 July 2016 (UTC)"
3,User talk:EmausBot,Hammadsaeed,EmausBot,1,"03:29, 18 March 2017 (UTC)"
3,User talk:EmausBot,Haoreima,EmausBot,1,"15:43, 2 March 2021 (UTC)"
3,User talk:EmausBot,Belwine,Haoreima,1,"15:54, 2 March 2021 (UTC)"
3,User talk:EmausBot,Haoreima,Belwine,1,"07:20, 3 March 2021 (UTC)"
3,User talk:RadiX,Ruy Pugliesi,98.26.25.64,1,"01:22, 2 February 2015 (UTC)"
3,User talk:RadiX,RadiX,Etamni,1,"02:39, 26 April 2016 (UTC)"
3,User talk:RadiX,RadiX,Castilibrary2,1,"02:43, 1 April 2017 (UTC)"
3,User talk:RadiX,RadiX,Peterdownunder,1,"16:55, 12 April 2017 (UTC)"
4,Wikipedia:Changing username/Archive 7,Chenzw,Political Cricketer,1,"07:55, 26 August 2014 (UTC)"
4,Wikipedia:Changing username/Archive 7,Political Cricketer,Chenzw,1,"06:05, 27 August 2014 (UTC)"
4,Wikipedia:Changing username/Archive 7,Glaisher,EvillyG00d,1,"13:03, 2 August 2014 (UTC)"
4,Wikipedia:Changing username/Archive 7,Chenzw,EvillyG00d,1,"07:50, 26 August 2014 (UTC)"
3,User talk:Mukkakukaku,Mukkakukaku,Swim123blue,1,"10:04, 20 February 2016 (UTC)"
3,User talk:Mukkakukaku,Swim123blue,mukkakukaku,1,"20:55, 8 March 2016 (UTC)"
3,User talk:Mukkakukaku,Mukkakukaku,Operator873,1,"03:57, 19 November 2018 (UTC)"
1,Talk:Fish,Lights and freedom,Darkfrog24|Eptalon|Macdonald-ross,3,"07:16, 4 August 2022 (UTC)"
1,Talk:Main Page/Archive4,Etamni,Winterysteppe,1,"21:55, 6 February 2016 (UTC)"
1,Talk:Main Page/Archive4,Rubbish computer,Auntof6,1,"14:20, 24 April 2016 (UTC)"
1,Talk:Main Page/Archive4,Etamni,Mohsen.Fa,1,"12:32, 4 September 2016 (UTC)"
1,Talk:Main Page/Archive4,StevenJ81,Peterdownunder,1,"17:15, 10 January 2017 (UTC)"
1,Talk:Main Page/Archive4,Auntof6,Joefromrandb,1,"05:30, 17 September 2017 (UTC)"
1,Talk:Main Page/Archive4,StevenJ81,European Networks,1,"12:52, 15 February 2018 (UTC)"
1,Talk:Main Page/Archive4,Vermont,Piotrus,1,"09:14, 19 June 2018 (UTC)"
1,Talk:Main Page/Archive4,Piotrus,Vermont,1,"09:35, 19 June 2018 (UTC)"
1,Talk:Main Page/Archive4,Vermont,Piotrus,1,"09:39, 19 June 2018 (UTC)"
1,Talk:Main Page/Archive4,Auntof6,Vermont,1,"09:43, 19 June 2018 (UTC)"
1,Talk:Main Page/Archive4,DaneGeld,Piotrus,1,"18:55, 22 June 2018 (UTC)"
1,Talk:Main Page/Archive4,Piotrus,DaneGeld,1,"12:24, 23 June 2018 (UTC)"
1,Talk:Main Page/Archive4,Auntof6,Anand Manish Parmar,1,"07:27, 15 December 2018 (UTC)"
1,Talk:Ministry of National Defense (Romania),Auntof6,Necessary Evil,1,"01:38, 22 March 2015 (UTC)"
3,User talk:Auntof6Bot,Haoreima,Auntof6,1,"14:37, 23 November 2021 (UTC)"
3,User talk:Martinvl,Only,Auntof6|Chenzw|Djsasso,3,"16:32, 7 July 2017 (UTC)"
3,User talk:Martinvl,Martinvl,Auntof6|Chenzw|Djsasso,3,"16:35, 10 July 2017 (UTC)"
3,User talk:Martinvl,Martinvl,Auntof6|Chenzw|Djsasso,3,"09:01, 5 March 2018 (UTC)"
3,User talk:Martinvl,Fück your mother hard,Acroterion|Auntof6|Chenzw|Djsasso|Eptalon,5,"21:08, 8 April 2018 (UTC)"
3,User talk:Martinvl,Martinvl,Auntof6|Chenzw|Djsasso,3,"18:44, 30 December 2020 (UTC)"
3,User talk:Martinvl,Martinvl,Auntof6|Djsasso,2,"09:55, 22 February 2021 (UTC)"
3,User talk:Martinvl,Martinvl,Auntof6|Djsasso,2,"12:58, 24 November 2021 (UTC)"
3,User talk:Martinvl,Martinvl,Auntof6|Djsasso,2,"14:12, 24 November 2021 (UTC)"
5,Wikipedia talk:RecentChanges/Most Wanted,大诺史,Djsasso,1,"13:35, 9 September 2019 (UTC)"
1,Talk:CBBC (TV channel),ImprovedWikiImprovment,Belwine,1,"20:45, 14 March 2021 (UTC)"
1,Talk:CBBC (TV channel),Belwine,ImprovedWikiImprovment,1,"22:18, 14 March 2021 (UTC)"
1,Talk:Mourning dove,BigKrow,Sebbers10,1,"20:21, 10 January 2025 (UTC)"
1,Talk:Mourning dove,BigKrow,Sebbers10,1,"22:48, 10 January 2025 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,Chenzw,BD2412,1,"02:56, 4 February 2016 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,PokestarFan,PokestarFan,1,"00:21, 26 January 2016 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,PokestarFan,Chenzw,1,"20:58, 26 January 2016 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,CAPTAIN RAJU,CAPTAIN RAJU,1,"21:03, 4 April 2017 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,Auntof6,Artix Kreiger,1,"06:59, 3 November 2017 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,Auntof6,Artix Kreiger,1,"19:16, 3 November 2017 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,Auntof6,Operator873,1,"01:28, 12 September 2018 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,Operator873,Auntof6,1,"01:30, 12 September 2018 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,Operator873,1997kB,1,"04:04, 25 November 2018 (UTC)"
5,Wikipedia talk:AutoWikiBrowser/CheckPage/Archive 1,1997kB,Operator873,1,"12:22, 26 November 2018 (UTC)"
